Tipo,Município Beneficiado,Proponente,Tipo,Data de seleção,Previsto até e pós 2010,Estágio
Habitação,Campo Limpo Paulista,Município,Lotes Urbanizados - Jardim Santo Antônio,set/07," R$ 440.000,00 ",Ações Preparatórias
Habitação,Campo Limpo Paulista,Município,Provisão Habitacional - Vila Internacional,1/8/2010," R$ 384.800,00 ",Ações Preparatórias
Habitação,Campos do Jordão,Município,Assistência Técnica - sede do município,1/8/2010," R$ 41.200,00 ",Em Execução
Habitação,Campos do Jordão,Município,Assistência Técnica - sede do município,set/07," R$ 55.600,00 ",Em Execução
Habitação,Campos do Jordão,Município,Assistência Técnica - Vila Albertina,1/8/2010," R$ 41.200,00 ",Em Execução
Habitação,Campos do Jordão,Município,Elaboração de Plano Local de Habitação,set/07," R$ 82.400,00 ",Em Execução
Habitação,Campos do Jordão,Município,Requalificação de Imóveis - Setor II,1/8/2010," R$ 599.100,00 ",Ações Preparatórias
Habitação,Cândido Rodrigues,Município,Provisão Habitacional - Jardim Santo Expedito,1/8/2010," R$ 461.200,00 ",Ações Preparatórias
Habitação,Canitar,Município,Elaboração de Plano Local de Habitação,set/07," R$ 28.100,00 ",Ações Preparatórias
Habitação,Capivari,Município,Elaboração de Plano Local de Habitação,set/09," R$ 62.600,00 ",Ações Preparatórias
Habitação,Caraguatatuba,Município,Elaboração de Plano Local de Habitação,set/09," R$ 66.200,00 ",Ações Preparatórias
Habitação,Carapicuíba,Município,Elaboração de Plano Local de Habitação,set/07," R$ 75.000,00 ",Em licitação da obra
Habitação,Carapicuíba,Município,Urbanização - Assentamento Precário Córrego Cadaval,1/8/2010," R$ 21.030.500,00 ",Em Obra
Habitação,Carapicuíba,Município,Urbanização - Urbanização do assentamento precário nas margens e canalização do Córrego Cadaval - 3ª e 4ª Etapas,11/9/2010," R$ 20.356.400,00 ",Ações Preparatórias
Habitação,Casa Branca,Município,Elaboração de Plano Local de Habitação,set/09," R$ 62.600,00 ",Ações Preparatórias
Habitação,Colômbia,Município,Provisão Habitacional - Rua Garcias,1/8/2010," R$ 290.600,00 ",Ações Preparatórias
Habitação,Cosmópolis,Município,Elaboração de Plano Local de Habitação,set/09," R$ 66.200,00 ",Ações Preparatórias
Habitação,Cosmópolis,Município,Lotes Urbanizados - sede do município,set/07," R$ 1.520.300,00 ",Ações Preparatórias
Habitação,Cotia,Município,Elaboração de Plano Local de Habitação,set/09," R$ 66.200,00 ",Ações Preparatórias
Habitação,Cravinhos,Município,Elaboração de Plano Local de Habitação,1/8/2010," R$ 51.500,00 ",Em Execução
Habitação,Cubatão,Município,Elaboração de Plano Local de Habitação,set/07," R$ 75.000,00 ",Em Execução
Habitação,Cubatão,Estado,Urbanização - Bairro Bolsão IX,6/7/2010," R$ 36.401.800,00 ",Em Obra
Habitação,Cubatão,Estado,Urbanização - Bairro Cota/Bolsão IX e Casqueiro,6/7/2010," R$ 60.567.600,00 ",Em Obra
Habitação,Cubatão,Estado,Urbanização - Bolsão VII,dez/09," R$ 81.922.500,00 ",Não Contratado
Habitação,Cubatão,Estado,"Estadual Serra do Mar, Cubatão A2 - A5 /",out/08," R$ 41.200.000,00 ",
Habitação,Cubatão,Estado,Casqueiro,out/08," R$ 87.384.400,00 ",Ações Preparatórias
Habitação,Cubatão,Município,Urbanização - Jardim São Marcos,6/7/2010," R$ 12.132.700,00 ",Em Obra
Habitação,Cubatão,Município,"Urbanização - Vila Esperança I/ II, Setor Dom Pedro/Vila CAIC, Sítio Novo, Imigrantes, Morro do Índio, Ilha Bela",6/7/2010," R$ 184.854.100,00 ",Em licitação da obra
Habitação,Descalvado,Município,Elaboração de Plano Local de Habitação,set/09," R$ 62.600,00 ",Ações Preparatórias
Habitação,Diadema,Município,Elaboração de Plano Local de Habitação,set/07," R$ 86.300,00 ",Em Execução
Habitação,Diadema,Município,Urbanização - Complexo Beira Rio,11/9/2010," R$ 18.591.500,00 ",Ações Preparatórias
Habitação,Diadema,Município,Urbanização - Complexo Elizabeth,11/9/2010," R$ 18.321.000,00 ",Ações Preparatórias
Habitação,Diadema,Município,Urbanização - Favela Naval,6/7/2010," R$ 25.720.900,00 ",Em Obra
Habitação,Dois Córregos,Município,Provisão Habitacional - Bairro Laís Casonato,1/8/2010," R$ 628.200,00 ",Ações Preparatórias
Habitação,Dolcinópolis,Município,Elaboração de Plano Local de Habitação,set/07," R$ 21.500,00 ",Em Execução
Habitação,Dracena,Município,Elaboração de Plano Local de Habitação,set/07," R$ 23.800,00 ",Ações Preparatórias
Habitação,Dracena,Município,Provisão Habitacional - Parque do Bosque,1/8/2010," R$ 258.100,00 ",Em Obra
Habitação,Dumont,Município,Lotes Urbanizados - Loteamento Urbanizado José Lorenzato,1/8/2010," R$ 440.100,00 ",Concluída
Habitação,Embu-Guaçu,Município,Elaboração de Plano Local de Habitação,set/07," R$ 75.000,00 ",Em Execução
Habitação,Embu-Guaçu,Município,Urbanização - Parque Industrial,1/8/2010," R$ 5.496.600,00 ",Ações Preparatórias
Habitação,Embu,Município,Elaboração de Plano Local de Habitação,1/8/2010," R$ 33.300,00 ",Ações Preparatórias
Habitação,Embu,Município,Provisão Habitacional - Jardim dos Moraes,6/8/2010," R$ 11.026.900,00 ",Ações Preparatórias
Habitação,Embu,Município,Provisão Habitacional - São Marcos Baviera I,6/8/2010," R$ 5.389.300,00 ",Em licitação da obra
Habitação,Embu,Município,Urbanização - Complexo Pombas,6/8/2010," R$ 3.348.100,00 ",Ações Preparatórias
Habitação,Embu,Município,Urbanização - Jardim Castilho,6/8/2010," R$ 4.011.900,00 ",Ações Preparatórias
Habitação,Embu,Município,Urbanização - Rodoanel,1/8/2010," R$ 7.662.400,00 ",Em licitação da obra
Habitação,Espírito Santo do Pinhal,Município,Elaboração de Plano Local de Habitação,set/09," R$ 62.600,00 ",Ações Preparatórias
Habitação,Fernando Prestes,Município,Provisão Habitacional - Jardins Luchetti e Portugal,1/8/2010," R$ 386.200,00 ",Em licitação da obra
Habitação,Fernandópolis,Município,Elaboração de Plano Local de Habitação,set/07," R$ 79.300,00 ",Em Execução
Habitação,Fernandópolis,Município,Provisão Habitacional - Jardim Paraíso,1/8/2010," R$ 819.700,00 ",Ações Preparatórias
Habitação,Fernão,Município,Provisão Habitacional - Construção de 10 unidades habitacionais no município,1/8/2010," R$ 211.800,00 ",Em licitação da obra
Habitação,Ferraz de Vasconcelos,Município,Elaboração de Plano Local de Habitação,set/07," R$ 74.700,00 ",Em Execução
Habitação,Ferraz de Vasconcelos,Município,Urbanização - Morar Bem III,1/8/2010," R$ 6.004.400,00 ",Em Obra
Habitação,Ferraz de Vasconcelos,Município,"Urbanização - Morar Bem V - Córregos Vila Jamil, Vila Mariana e Vila Corrêa",11/9/2010," R$ 16.037.800,00 ",Não Contratado
Habitação,Franca,Município,Elaboração de Plano Local de Habitação,set/09," R$ 66.200,00 ",Ações Preparatórias
Habitação,Francisco Morato,Município,Elaboração de Plano Local de Habitação,1/8/2010," R$ 65.900,00 ",Em Execução
Habitação,Francisco Morato,Município,Urbanização - Jardim Vassouras,1/8/2010," R$ 5.496.600,00 ",Ações Preparatórias
Habitação,Garça,Município,Elaboração de Plano Local de Habitação,set/09," R$ 62.700,00 ",Ações Preparatórias
Habitação,Garça,Estado,Provisão Habitacional - Bairro Lolcienópolis,1/8/2010," R$ 383.000,00 ",Ações Preparatórias
Habitação,Guaimbê,Município,Elaboração de Plano Local de Habitação,set/07," R$ 30.900,00 ",Em licitação da obra
Habitação,Guaíra,Município,Elaboração de Plano Local de Habitação,set/09," R$ 62.600,00 ",Ações Preparatórias
Habitação,Guaíra,Município,Provisão Habitacional - Jardim Eliza,1/8/2010," R$ 644.700,00 ",Em Obra
Habitação,Guapiara,Município,Lotes Urbanizados - sede do município,1/8/2010," R$ 514.600,00 ",Em Obra
Habitação,Guararema,Município,Elaboração de Plano Local de Habitação,set/09," R$ 87.700,00 ",Ações Preparatórias
Habitação,Guariba,Município,Elaboração de Plano Local de Habitação,set/09," R$ 62.600,00 ",Ações Preparatórias
Habitação,Guarujá,Município,Elaboração de Plano Local de Habitação,set/07," R$ 71.700,00 ",Em Execução
Habitação,Guarujá,Município,Urbanização - Porto Cidade - Conceiçãozinha / Marezinha / Prainha,6/7/2010," R$ 109.059.600,00 ",Em Obra
Habitação,Guarujá,Município,"Urbanização - Vila Rã, Sossego e Areião - 2ª Etapa",6/7/2010," R$ 14.981.700,00 ",Em Obra
Habitação,Guarulhos,Município,Desenvolvimento Institucional,dez/09," R$ 10.000.000,00 ",Não Contratado
Habitação,Guarulhos,Município,Elaboração de Plano Local de Habitação,set/07," R$ 146.400,00 ",Em licitação da obra
Habitação,Guarulhos,Estado,Urbanização - Área Pimentas - Fase final de urbanização,dez/09," R$ 36.172.300,00 ",Não Contratado
Habitação,Guarulhos,Estado,Urbanização - CDHU - Pimentas,out/08," R$ 47.427.500,00 ",Ações Preparatórias
Habitação,Guarulhos,Município,Bairro Jardim Vila Galvão,abr/08," R$ 50.400.000,00 ",Ações Preparatórias
Habitação,Guarulhos,Município,Itapegica,abr/08," R$ 17.352.000,00 ",Ações Preparatórias
Habitação,Guarulhos,Município,Satélite de Cumbica - 2ª Fase B,11/9/2010," R$ 26.826.500,00 ",Ações Preparatórias
Habitação,Guarulhos,Município,Urbanização - Favelas do Centro Expandido,6/7/2010," R$ 44.305.800,00 ",Em Obra
Habitação,Guarulhos,Município,Urbanização - Jardim Cumbica II,6/7/2010," R$ 15.385.500,00 ",Em Obra
Habitação,Guarulhos,Município,Urbanização - Vila flora e Vila São Rafael,11/9/2010," R$ 44.860.000,00 ",Não Contratado
Habitação,Hortolândia e Sumaré,Estado,Urbanização,6/7/2010," R$ 19.507.700,00 ",Em Obra
Habitação,Hortolândia,Município,Elaboração de Plano Local de Habitação,1/8/2010," R$ 65.900,00 ",Em Execução
Habitação,Hortolândia,Município,Esperança,1/8/2010," R$ 633.900,00 ",Ações Preparatórias
Habitação,Hortolândia,Município,Urbanização - Jardim Nova Hortolândia,11/9/2010," R$ 9.842.200,00 ",Não Contratado
Habitação,Hortolândia,Município,Urbanização - Jardim Santa Fé,1/8/2010," R$ 1.099.200,00 ",Em licitação da obra
Habitação,Iacanga,Município,Provisão Habitacional - Loteamento Estância de Iacanga,1/8/2010," R$ 504.700,00 ",Em Obra
Habitação,Ibaté,Município,Elaboração de Plano Local de Habitação,set/09," R$ 62.600,00 ",Ações Preparatórias
Habitação,Iguape,Município,Elaboração de Plano Local de Habitação,set/07," R$ 71.700,00 ",Ações Preparatórias
Habitação,Indaiatuba,Município,Elaboração de Plano Local de Habitação,set/09," R$ 66.200,00 ",Ações Preparatórias
Habitação,Indaiatuba,Município,Habitacional Vitória Régia,set/07," R$ 3.021.300,00 ",Ações Preparatórias
Habitação,Indaiatuba,Município,Provisão Habitacional - Mato Dentro V,1/8/2010," R$ 929.700,00 ",Em licitação da obra
Habitação,Irapuã,Município,Provisão Habitacional - sede do município,1/8/2010," R$ 444.700,00 ",Em licitação da obra
Habitação,Itaberá,Município,Elaboração de Plano Local de Habitação,set/07," R$ 37.300,00 ",Em Execução
Habitação,Itaí,Município,Elaboração de Plano Local de Habitação,set/09," R$ 62.600,00 ",Ações Preparatórias
Habitação,Itajobi,Município,Requalificação de Imóveis - Residencial do,1/8/2010," R$ 518.500,00 ",Ações Preparatórias
Habitação,Itanhaém,Município,Elaboração de Plano Local de Habitação,set/07," R$ 71.700,00 ",Em Execução
Habitação,Itanhaém,Município,Urbanização - sede do município,set/07," R$ 12.464.800,00 ",Em licitação da obra
Habitação,Itaóca,Município,Elaboração de Plano Local de Habitação,set/07," R$ 30.900,00 ",Em Execução
Habitação,Itapecerica da Serra,Município,Assistência Técnica - Jardim Paraíso,set/07," R$ 25.000,00 ",Ações Preparatórias
Habitação,Itapecerica da Serra,Município,Elaboração de Plano Local de Habitação,set/07," R$ 75.000,00 ",Concluída
Habitação,Itapecerica da Serra,Município,Urbanização - Guarapiranga,6/7/2010," R$ 111.587.600,00 ",Em Obra
Habitação,Itapetininga,Município,Elaboração de Plano Local de Habitação,set/09," R$ 66.200,00 ",Ações Preparatórias
Habitação,Itapetininga,Município,Provisão Habitacional - Jardim Nova Era,1/8/2010," R$ 454.000,00 ",Em Obra
Habitação,Itapeva,Município,Elaboração de Plano Local de Habitação,1/8/2010," R$ 66.500,00 ",Ações Preparatórias
Habitação,Itapeva,Município,Provisão Habitacional - Área Buraco Quente situada na Vila São Benedito,set/07," R$ 1.100.500,00 ",Em Obra
Habitação,Itapeva,Município,Requalificação de Imóveis - Jardim Bonfiglioli,1/8/2010," R$ 608.800,00 ",Em Obra
Habitação,Itapevi,Município,Elaboração de Plano Local de Habitação,set/07," R$ 75.000,00 ",Em Execução
Habitação,Itapevi,Município,Urbanização - Areião 1ª Etapa,6/7/2010," R$ 13.993.100,00 ",Em Obra
Habitação,Itapevi,Município,Urbanização - Areião 2ª Etapa,6/7/2010," R$ 4.949.500,00 ",Em Obra
Habitação,Itapira,Município,Elaboração de Plano Local de Habitação,set/09," R$ 66.200,00 ",Ações Preparatórias
Habitação,Itapira,Município,Provisão Habitacional - Loteamento Popular José Adão Zanchetta,1/8/2010," R$ 691.300,00 ",Em Obra
Habitação,Itapura,Município,Elaboração de Plano Local de Habitação,set/07," R$ 30.900,00 ",Em Execução
Habitação,Itaquaquecetuba,Município,Assistência Técnica - Jardim Mônica,1/8/2010," R$ 50.000,00 ",Ações Preparatórias
Habitação,Itaquaquecetuba,Município,Assistência Técnica - Parque Piratininga,1/8/2010," R$ 50.000,00 ",Ações Preparatórias
Habitação,Itaquaquecetuba,Município,Assistência Técnica - Parque Piratininga,1/8/2010," R$ 50.000,00 ",Ações Preparatórias
Habitação,Itaquaquecetuba,Município,Assistência Técnica - Parque Piratininga,1/8/2010," R$ 50.000,00 ",Ações Preparatórias
Habitação,Itaquaquecetuba,Município,Assistência Técnica - Residencial Califórnia,1/8/2010," R$ 50.000,00 ",Ações Preparatórias
Habitação,Itaquaquecetuba,Município,Assistência Técnica - Residencial Califórnia,1/8/2010," R$ 50.000,00 ",Ações Preparatórias
Habitação,Itaquaquecetuba,Município,Elaboração de Plano Local de Habitação,set/07," R$ 72.000,00 ",Ações Preparatórias
Habitação,Itaquaquecetuba,Município,Provisão Habitacional - Jardim Celeste,1/8/2010," R$ 1.198.400,00 ",Ações Preparatórias
Habitação,Itaquaquecetuba,Município,Urbanização - Parque Piratininga,1/8/2010," R$ 11.986.500,00 ",Ações Preparatórias
Habitação,Itariri,Município,Assistência Técnica - sede do município,set/07," R$ 25.700,00 ",Em Execução
Habitação,Itariri,Município,Elaboração de Plano Local de Habitação,set/07," R$ 30.900,00 ",Em Execução
Habitação,Itatiba,Município,Elaboração de Plano Local de Habitação,set/09," R$ 101.400,00 ",Ações Preparatórias
Habitação,Itu,Município,Elaboração de Plano Local de Habitação,1/8/2010," R$ 66.400,00 ",Em Execução
Habitação,Itupeva,Município,Elaboração de Plano Local de Habitação,1/8/2010," R$ 75.000,00 ",Em Execução
Habitação,Itupeva,Município,Provisão Habitacional - Loteamento Vila Aparecida,1/8/2010," R$ 658.500,00 ",Em licitação da obra
Habitação,Itu,Município,Provisão Habitacional - Vila da Paz,1/8/2010," R$ 549.500,00 ",Ações Preparatórias
Habitação,Itu,Município,Urbanização - Vila Lucinda,set/07," R$ 2.014.300,00 ",Em licitação da obra
Habitação,Jaboticabal,Município,Elaboração de Plano Local de Habitação,set/09," R$ 66.200,00 ",Ações Preparatórias
Habitação,Jaboticabal,Município,Provisão Habitacional - Antigas instalações da SANBRA,1/8/2010," R$ 661.600,00 ",Em Obra
Habitação,Jacareí,Município,Assistência Técnica - sede do município,1/8/2010," R$ 32.900,00 ",Em Execução
Habitação,Jacareí,Município,Elaboração de Plano Local de Habitação,set/07," R$ 71.700,00 ",Em Execução
Habitação,Jacareí,Município,Provisão Habitacional - Áreas de Risco,1/8/2010," R$ 750.000,00 ",Em Obra
Habitação,Jacupiranga,Município,Elaboração de Plano Local de Habitação,set/07," R$ 30.000,00 ",Em Execução
Habitação,Jaguariúna,Município,Elaboração de Plano Local de Habitação,set/09," R$ 62.600,00 ",Ações Preparatórias
Habitação,Jales,Município,Elaboração de Plano Local de Habitação,set/09," R$ 62.600,00 ",Ações Preparatórias
Habitação,Jales,Município,Habitacional Jales,1/8/2010," R$ 589.800,00 ",Ações Preparatórias
Habitação,Jandira,Município,Elaboração de Plano Local de Habitação,1/8/2010," R$ 67.400,00 ",Ações Preparatórias
Habitação,Jandira,Município,Provisão Habitacional - Ouro Verde,set/07," R$ 2.292.800,00 ",Ações Preparatórias
Habitação,Jandira,Município,Provisão Habitacional - Vale do Sol,1/8/2010," R$ 1.052.300,00 ",Em licitação da obra
Habitação,Jandira,Município,Urbanização - Vila da Amizade,1/8/2010," R$ 3.284.400,00 ",Ações Preparatórias
Habitação,Jarinu,Município,Assistência Técnica - sede do município,1/8/2010," R$ 41.200,00 ",Ações Preparatórias
Habitação,Jarinu,Município,Elaboração de Plano Local de Habitação,1/8/2010," R$ 30.900,00 ",Em Execução
Habitação,Jarinu,Município,Lotes Urbanizados - Bairro José de Lima -,1/8/2010," R$ 497.300,00 ",Ações Preparatórias
Habitação,Jaú,Município,Elaboração de Plano Local de Habitação,1/8/2010," R$ 66.500,00 ",Em licitação da obra
Habitação,Jaú,Município,Provisão Habitacional - Construção de 25 unidades habitacionais no Distrito de Potunduva,1/8/2010," R$ 647.000,00 ",
Habitação,Jaú,Município,Urbanização - Bairro São José / Cachoeirinha,set/07," R$ 1.703.600,00 ",Em Obra
Habitação,Joanópolis,Município,Elaboração de Plano Local de Habitação,set/07," R$ 30.900,00 ",Em Execução
Habitação,Jundiaí,Município,Assistência Técnica - Parque Centenário,set/07," R$ 23.800,00 ",Ações Preparatórias
Habitação,Jundiaí,Município,Assistência Técnica - Vila Ana,set/07," R$ 23.800,00 ",Em Execução
Habitação,Jundiaí,Município,Provisão Habitacional - Núcleo Vila Ana,1/8/2010," R$ 1.896.200,00 ",Em Obra
Habitação,Jundiaí,Município,Urbanização - Parque Centenário,set/07," R$ 2.925.200,00 ",Em Obra
Habitação,Juquiá,Município,Lotes Urbanizados - Bairro Estação,1/8/2010," R$ 509.600,00 ",Em licitação da obra
Habitação,Juquitiba,Município,Jardim das Palmeiras,1/8/2010," R$ 41.200,00 ",Ações Preparatórias
Habitação,Juquitiba,Município,Jardim das Palmeiras,1/8/2010," R$ 41.200,00 ",Ações Preparatórias
Habitação,Juquitiba,Município,Elaboração de Plano Local de Habitação,1/8/2010," R$ 62.000,00 ",Ações Preparatórias
Habitação,Laranjal Paulista,Município,Elaboração de Plano Local de Habitação,set/09," R$ 62.600,00 ",Ações Preparatórias
Habitação,Lençóis Paulista,Município,Elaboração de Plano Local de Habitação,1/8/2010," R$ 55.400,00 ",Em licitação da obra
Habitação,Limeira,Município,Elaboração de Plano Local de Habitação,1/8/2010," R$ 71.700,00 ",Em Execução
Habitação,Limeira,Município,Provisão Habitacional - Bairro Geada,set/07," R$ 2.181.400,00 ",Ações Preparatórias
Habitação,Limeira,Município,Provisão Habitacional - Jardim Residencial Simonetti 4,1/8/2010," R$ 1.115.000,00 ",Em licitação da obra
Habitação,Lins,Município,Elaboração de Plano Local de Habitação,1/8/2010," R$ 65.400,00 ",Em Execução
Habitação,Lins,Município,Provisão Habitacional - Residencial Lins VI,1/8/2010," R$ 598.600,00 ",Ações Preparatórias
Habitação,Lins,Município,Urbanização - Bairro São João,set/07," R$ 7.101.300,00 ",Em Obra
Habitação,Lorena,Município,Elaboração de Plano Local de Habitação,set/07," R$ 57.400,00 ",Em Execução
Habitação,Lorena,Município,Lotes Urbanizados - Parque Rodovias e Cidade Industrial,1/8/2010," R$ 839.400,00 ",Em Obra
Habitação,Lucélia,Município,Assistência Técnica - sede do município,1/8/2010," R$ 20.600,00 ",Ações Preparatórias
Habitação,Lucélia,Município,Provisão Habitacional - Vila Rancharia,1/8/2010," R$ 632.200,00 ",Ações Preparatórias
Habitação,Lucélia,Município,Urbanização - Beco e Áreas Afins,set/07," R$ 1.153.800,00 ",Ações Preparatórias
Habitação,Luiziânia,Município,Elaboração de Plano Local de Habitação,set/07," R$ 30.900,00 ",Ações Preparatórias
Habitação,Macedônia,Município,Provisão Habitacional - sede do município,1/8/2010," R$ 446.100,00 ",Em Obra
Habitação,Mairinque,Município,Provisão Habitacional - sede do município,1/8/2010," R$ 560.800,00 ",Em licitação da obra
Habitação,Mairinque,Município,Urbanização - Bairro Jardim Vitória,set/07," R$ 1.819.400,00 ",Em licitação da obra
Habitação,Marília,Município,Assistência Técnica - sede do município,1/8/2010," R$ 32.900,00 ",Em licitação da obra
Habitação,Marília,Município,Elaboração de Plano Local de Habitação,1/8/2010," R$ 65.900,00 ",Em licitação da obra
Habitação,Marília,Município,Provisão Habitacional - Comunidade Sagrado Coração,1/8/2010," R$ 600.900,00 ",Em licitação da obra
Habitação,Martinópolis,Município,Elaboração de Plano Local de Habitação,1/8/2010," R$ 61.800,00 ",Em Execução
Habitação,Matão,Município,Elaboração de Plano Local de Habitação,set/07," R$ 50.200,00 ",Em Execução
Habitação,Matão,Município,Provisão Habitacional - Portal Terra da Saudade,1/8/2010," R$ 641.700,00 ",Em Obra
Habitação,Matão,Município,Provisão Habitacional - Portal Terra da Saudade,set/07," R$ 1.653.700,00 ",Em Obra
Habitação,Mauá,Município,Elaboração de Plano Local de Habitação,set/07," R$ 75.000,00 ",Ações Preparatórias
Habitação,Mauá,Município,Provisão Habitacional - Oratório,1/8/2010," R$ 1.257.000,00 ",Ações Preparatórias
Habitação,Mauá,Município,Urbanização - Cerqueira Leite,1/8/2010," R$ 11.986.500,00 ",Ações Preparatórias
Habitação,Mauá,Município,Urbanização - Jardim Oratório,11/9/2010," R$ 54.857.400,00 ",Ações Preparatórias
Habitação,Meridiano,Município,Provisão Habitacional - sede do município,1/8/2010," R$ 438.000,00 ",Ações Preparatórias
Habitação,Miguelópolis,Município,Assistência Técnica - Margens do Rio Grande,set/07," R$ 32.000,00 ",Em licitação da obra
Habitação,Miracatu,Município,Elaboração de Plano Local de Habitação,set/07," R$ 61.800,00 ",Concluída
Habitação,Mirassol,Município,Provisão Habitacional - Loteamento Vale do Sol e Regissol,1/8/2010," R$ 906.000,00 ",Em licitação da obra
Habitação,Mococa,Município,Elaboração de Plano Local de Habitação,set/09," R$ 66.200,00 ",Ações Preparatórias
Habitação,Mococa,Município,Provisão Habitacional - Conjunto Habitacional Gildo Geraldo,set/07," R$ 2.057.100,00 ",Em Obra
Habitação,Mogi das Cruzes,Município,Assistência Técnica - sede do município,set/07," R$ 47.800,00 ",Ações Preparatórias
Habitação,Mogi das Cruzes,Município,Elaboração de Plano Local de Habitação,set/07," R$ 89.700,00 ",Concluída
Habitação,Mogi Guaçu,Município,Lotes Urbanizados - Jardim Chaparral II,set/07," R$ 1.338.500,00 ",Em Obra
Habitação,Mogi Guaçu,Município,Requalificação de Imóveis - Jardim,1/8/2010," R$ 606.900,00 ",Ações Preparatórias
Habitação,Moji Mirim,Município,Elaboração de Plano Local de Habitação,1/8/2010," R$ 66.600,00 ",Em Execução
Habitação,Mongaguá,Município,Elaboração de Plano Local de Habitação,set/09," R$ 73.400,00 ",Ações Preparatórias
Habitação,Monte Alto,Município,Elaboração de Plano Local de Habitação,set/09," R$ 62.600,00 ",Ações Preparatórias
Habitação,Morungaba,Município,Assistência Técnica - sede do município,1/8/2010," R$ 41.200,00 ",Em licitação da obra
Habitação,Morungaba,Município,Elaboração de Plano Local de Habitação,set/07," R$ 30.900,00 ",Concluída
Habitação,Nantes,Município,Assistência Técnica - sede do município,1/8/2010," R$ 30.200,00 ",Ações Preparatórias
Habitação,Nantes,Município,Assistência Técnica - sede do município,set/07," R$ 28.300,00 ",Ações Preparatórias
Habitação,Nipoã,Município,Provisão Habitacional - Nipoa,1/8/2010," R$ 466.400,00 ",Ações Preparatórias
Habitação,Nova Campina,Município,Provisão Habitacional - Parque Longa Vida I,1/8/2010," R$ 611.900,00 ",Em Obra
Habitação,Nova Canaã Paulista,Município,Provisão Habitacional - sede do município,1/8/2010," R$ 385.500,00 ",Em licitação da obra
Habitação,Nova Odessa,Município,Elaboração de Plano Local de Habitação,1/8/2010," R$ 61.800,00 ",Em Execução
Habitação,Novais,Município,Provisão Habitacional - Projeto Casa Nova,1/8/2010," R$ 371.000,00 ",Em Obra
Habitação,Olímpia,Município,Elaboração de Plano Local de Habitação,set/09," R$ 73.400,00 ",Ações Preparatórias
Habitação,Olímpia,Município,Provisão Habitacional - Jardim Centenário,1/8/2010," R$ 539.700,00 ",Ações Preparatórias
Habitação,Osasco,Município,Assistência Técnica - Jardim Aliança,set/07," R$ 23.800,00 ",Ações Preparatórias
Habitação,Osasco,Município,Assistência Técnica - Jardim Aliança,set/07," R$ 35.800,00 ",Ações Preparatórias
Habitação,Osasco,Município,Assistência Técnica - Portal Campo,set/07," R$ 35.800,00 ",Ações Preparatórias
Habitação,Osasco,Município,Assistência Técnica - Portal do Campo,set/07," R$ 23.800,00 ",Ações Preparatórias
Habitação,Osasco,Município,Elaboração de Plano Local de Habitação,set/07," R$ 140.000,00 ",Ações Preparatórias
Habitação,Osasco,Município,Provisão Habitacional - Miguel Costa,1/8/2010," R$ 4.461.200,00 ",Ações Preparatórias
Habitação,Osasco,Município,Urbanização - Área Livre AA - Jardim,11/9/2010," R$ 11.103.400,00 ",Ações Preparatórias
Habitação,Osasco,Município,Urbanização - Área Livre SM2 - Rodoanel,11/9/2010," R$ 18.597.500,00 ",Ações Preparatórias
Habitação,Osasco,Município,Urbanização - Assentamento AA - Jardim Vicentina,1/8/2010," R$ 17.753.400,00 ",Em Obra
Habitação,Osvaldo Cruz,Município,Assistência Técnica - sede do município,set/07," R$ 39.400,00 ",Ações Preparatórias
Habitação,Osvaldo Cruz,Município,Elaboração de Plano Local de Habitação,set/07," R$ 23.800,00 ",Ações Preparatórias
Habitação,Palmital,Município,Elaboração de Plano Local de Habitação,set/09," R$ 66.100,00 ",Ações Preparatórias
Habitação,Paraguaçu Paulista,Município,Elaboração de Plano Local de Habitação,set/09," R$ 66.100,00 ",Ações Preparatórias
Habitação,Paraguaçu Paulista,Município,Provisão Habitacional - Conjunto Habitacional Aldo Monteiro Paes Leme,1/8/2010," R$ 92.700,00 ",Em Obra
Habitação,Pederneiras,Município,Provisão Habitacional - Conjunto Habitacional no Distrito de Santelmo,1/8/2010," R$ 514.800,00 ",Em Obra
Habitação,Pedreira,Município,Elaboração de Plano Local de Habitação,set/07," R$ 71.700,00 ",Em Execução
Habitação,Penápolis,Município,Assistência Técnica - sede do município,set/07," R$ 47.800,00 ",Ações Preparatórias
Habitação,Penápolis,Município,Elaboração de Plano Local de Habitação,set/07," R$ 69.800,00 ",Em licitação da obra
Habitação,Penápolis,Município,Lotes Urbanizados - sede do município,1/8/2010," R$ 549.500,00 ",Ações Preparatórias
Habitação,Penápolis,Município,Urbanização - sede do município,set/07," R$ 2.183.000,00 ",Em Obra
Habitação,Pereira Barreto,Município,Elaboração de Plano Local de Habitação,set/09," R$ 62.600,00 ",Ações Preparatórias
Habitação,Pereira Barreto,Município,Provisão Habitacional - Loteamento Colinas do Tietê,1/8/2010," R$ 523.500,00 ",Em Obra
Habitação,Peruíbe,Município,Elaboração de Plano Local de Habitação,set/07," R$ 59.700,00 ",Em Execução
Habitação,Peruíbe,Município,Urbanização - sede do município,set/07," R$ 16.381.200,00 ",Em Obra
Habitação,Pindamonhangaba,Município,Assistência Técnica - Bairro Castolira,set/07," R$ 32.200,00 ",Em Execução
Habitação,Pindamonhangaba,Município,Elaboração de Plano Local de Habitação,set/07," R$ 75.000,00 ",Em Execução
